,Gender,Age,AgeGroup,Married,Dependents,noDependents,Referrals,noReferrals,PaperlessBilling,PaymentMethod,OnlineSecurity,OnlineBackup,TechSupport,UnlimitedData,AvgDownloadGB,ChurnLabel,ChurnScore,CustomerLTV,SatisScore,TotalExtraDataCharge,AvgRoamCharge,TotalRoamCharge,TenureMonths,AvgCharge,TotalCharge,TotalRevenue,MonthRoamCharge,AvgExtraDataCharge,AvgRevenue
2707,1,67,60대,0,0,0,0,0,1,0,1,0,0,0,25,0,49,2491,4,90400,19890,457990,35,87528.57142857143,3063500,3611890,13085,2582,103196
2708,1,62,60대,0,0,0,0,0,1,0,0,0,0,1,5,0,70,2951,5,0,38190,1070680,40,95022.5,3800900,4871580,26767,0,121789
2709,1,50,50대,1,0,0,1,1,0,0,1,0,0,1,12,0,20,6316,3,0,33560,2350850,82,75053.65853658537,6154400,8505250,28668,0,103722
2710,1,75,70대,0,0,0,0,0,1,0,0,1,0,1,28,1,83,5030,1,0,10960,306000,28,124720.68965517242,3616900,3922900,10928,0,140103
2711,1,61,60대,1,0,0,1,10,0,1,0,0,0,0,0,0,62,5408,3,0,28480,968520,46,29363.043478260868,1350700,2319220,21054,0,50417
2712,0,49,40대,0,0,0,0,0,1,0,0,0,0,1,10,0,54,5925,5,0,34690,34690,13,49323.07692307692,641200,675890,2668,0,51991
2713,1,25,20대,0,0,0,0,0,1,0,1,1,1,0,51,0,20,5567,4,101700,54810,3947540,84,136760.7142857143,11487900,15537140,46994,1210,184965
2714,1,74,70대,0,0,0,0,0,0,1,0,0,0,0,13,0,56,3545,4,11300,46780,140460,15,91500.0,1372500,1524260,9364,753,101617
2715,0,42,40대,1,0,0,1,5,0,1,1,1,1,0,5,0,56,5136,4,0,15370,1105710,84,108804.76190476192,9139600,10245310,13163,0,121967
2716,1,54,50대,1,1,1,1,4,1,1,0,0,0,0,0,0,59,5847,5,0,19660,1319610,79,29444.303797468358,2326100,3645710,16703,0,46148
2717,1,46,40대,0,0,0,0,0,0,0,1,0,0,1,20,0,41,4033,4,0,41250,453920,23,89656.52173913043,2062100,2516020,19735,0,109392
2718,1,47,40대,1,0,0,0,0,1,1,1,1,0,0,20,0,64,5912,3,124300,45430,2632110,70,76630.0,5364100,8120510,37601,1775,116007
2719,1,45,40대,0,0,0,0,0,1,1,0,0,0,0,0,0,64,4937,4,0,27120,1683590,74,22616.216216216217,1673600,3357190,22751,0,45367
2720,0,49,40대,0,0,0,0,0,1,1,0,0,0,0,0,0,28,5308,3,0,25090,1782690,83,23510.84337349397,1951400,3734090,21478,0,44989
2721,1,63,60대,1,0,0,1,1,1,1,0,1,1,1,24,1,94,5255,3,0,7910,237640,30,110406.45161290324,3422600,3660240,7921,0,122008
2722,0,57,50대,0,0,0,0,0,0,0,0,0,0,0,0,0,42,4722,4,0,51750,3722220,84,22626.19047619048,1900600,5622820,44312,0,66938
2723,0,55,50대,0,0,0,0,0,0,1,0,0,0,0,0,0,52,5370,3,0,1700,1700,13,23700.0,308100,309800,130,0,23830
2724,1,30,30대,0,0,0,0,0,0,1,0,0,0,0,0,0,66,5020,4,0,3840,19100,17,23323.529411764703,396500,415600,1123,0,24447
2725,0,62,60대,0,1,2,0,0,0,1,0,0,0,0,0,0,43,2654,4,0,40910,776310,31,24916.129032258064,772400,1548710,25042,0,49958
2726,0,28,20대,0,0,0,0,0,1,0,0,0,0,0,0,0,22,5498,4,0,25090,200240,20,23940.0,478800,679040,10012,0,33952
2727,0,78,70대,1,1,1,1,10,1,0,1,1,0,1,23,0,21,4978,3,0,10960,711000,77,100070.12987012988,7705400,8416400,9233,0,109303
2728,0,37,30대,0,0,0,0,0,1,1,0,0,0,0,0,0,33,3526,5,0,14350,517430,48,23841.666666666668,1144400,1661830,10779,0,34621
2729,1,30,30대,1,0,0,1,2,1,0,0,0,0,1,41,1,97,4873,2,0,12200,512120,42,59255.81395348837,2548000,3060120,12193,0,72860
2730,0,29,20대,0,0,0,0,0,0,1,0,0,0,0,0,0,71,4602,4,0,7230,187470,38,22086.84210526316,839300,1026770,4933,0,27020
2731,0,58,50대,0,0,0,0,0,0,0,1,0,0,1,6,0,30,4990,3,0,23840,214700,21,88509.52380952382,1858700,2073400,10223,0,98733
2732,1,68,60대,0,0,0,0,0,1,0,0,0,0,1,2,1,71,2371,3,0,49270,49270,1,102600.0,205200,254470,49270,0,254470
2733,0,74,70대,1,0,0,1,3,1,0,0,0,0,1,4,1,95,4127,1,0,55820,2064170,37,109571.05263157896,4163700,6227870,55788,0,168320
2734,1,55,50대,0,0,0,0,0,1,1,0,1,1,1,10,1,69,5750,1,0,23050,138090,6,128200.0,897400,1035490,23015,0,172581
2735,1,28,20대,0,0,0,0,0,0,0,0,0,0,1,82,0,54,3796,5,0,17290,34470,14,78535.71428571429,1099500,1133970,2462,0,80997
2736,0,77,70대,1,1,1,1,5,0,1,0,0,0,0,0,0,69,5819,4,0,36270,2576970,83,23171.0843373494,1923200,4500170,31047,0,54218
2737,0,80,80대,0,0,0,0,0,1,0,0,0,0,1,20,1,88,3068,1,0,16840,134580,8,84700.0,762300,896880,16822,0,112110
2738,1,39,30대,1,1,3,1,2,1,0,0,1,0,1,51,0,77,6307,3,0,0,0,72,59733.333333333336,4300800,4300800,0,0,59733
2739,0,56,50대,1,1,3,1,2,0,1,0,1,0,1,30,0,60,2125,5,0,15480,587040,50,92854.0,4642700,5229740,11740,0,104594
2740,1,49,40대,1,1,2,1,5,1,0,0,1,0,1,17,0,49,6423,3,0,45990,2670080,70,106765.71428571428,7473600,10143680,38144,0,144909
2741,0,59,50대,0,0,0,0,0,0,0,1,1,1,1,23,0,61,5917,3,0,28480,711900,37,99786.48648648648,3692100,4404000,19240,0,119027
2742,0,62,60대,0,0,0,0,0,1,1,0,0,1,1,8,0,60,5831,3,0,52550,998130,31,71545.16129032258,2217900,3216030,32197,0,103742
2743,1,55,50대,1,0,0,1,9,1,0,1,0,1,1,15,0,24,5191,4,0,32540,1008860,43,75409.30232558139,3242600,4251460,23461,0,98871
2744,0,24,20대,0,0,0,0,0,1,0,1,1,1,1,47,0,74,5841,3,0,33450,2105760,75,101329.33333333331,7599700,9705460,28076,0,129406
2745,1,69,60대,0,0,0,0,0,1,0,1,1,0,1,18,0,57,5679,3,0,52770,2953260,68,114910.29411764706,7813900,10767160,43430,0,158340
2746,1,35,30대,0,0,0,0,0,1,0,0,1,0,1,8,1,90,5932,3,0,54690,1367870,25,115173.07692307692,2994500,4362370,54714,0,174494
2747,1,25,20대,0,0,0,0,0,1,1,1,1,0,1,51,0,80,5056,4,0,28020,1567420,68,125139.70588235294,8509500,10076920,23050,0,148190
2748,0,59,50대,0,0,0,0,0,0,1,1,0,0,0,9,0,77,5578,3,169500,20910,564770,39,59500.0,2320500,3054770,14481,4346,78327
2749,0,45,40대,1,0,0,1,5,1,1,1,1,1,1,16,0,79,6174,3,0,25090,1506520,72,72736.11111111111,5237000,6743520,20923,0,93660
2750,1,33,30대,1,1,2,1,6,1,0,0,0,0,1,17,0,54,3752,5,0,44070,924340,33,53075.757575757576,1751500,2675840,28010,0,81086
2751,0,37,30대,0,0,0,0,0,0,1,0,0,0,0,0,0,38,3678,4,0,54350,54350,13,28992.30769230769,376900,431250,4180,0,33173
2752,0,59,50대,0,0,0,0,0,1,0,0,1,0,1,25,1,72,3666,1,0,22940,434940,19,93105.0,1862100,2297040,22891,0,120896
2753,1,33,30대,0,0,0,0,0,1,0,0,0,1,1,19,1,67,4612,3,0,55140,386120,7,89512.5,716100,1102220,55160,0,157460
2754,1,20,20대,0,0,0,0,0,0,0,0,1,1,1,51,0,80,4398,4,0,36500,913380,37,127791.8918918919,4728300,5641680,24685,0,152477
2755,0,43,40대,0,1,2,0,0,0,1,0,0,0,0,0,0,78,2722,5,0,38530,846940,34,23155.88235294117,787300,1634240,24910,0,48065
2756,1,23,20대,0,0,0,1,9,1,1,0,0,0,0,0,0,21,5970,4,0,15140,920270,73,28220.54794520548,2060100,2980370,12606,0,40826
2757,0,54,50대,1,1,2,1,8,0,1,0,0,0,0,0,0,42,2186,5,0,26780,160910,18,23227.777777777777,418100,579010,8939,0,32167
2758,0,75,70대,1,0,0,1,1,1,0,0,0,0,0,28,1,72,5137,3,45200,29150,844790,29,114210.0,3426300,4316290,29130,1558,148837
2759,1,72,70대,1,0,0,1,10,1,1,1,1,0,1,21,0,39,2166,3,0,0,0,43,60072.09302325582,2583100,2583100,0,0,60072
2760,1,39,30대,1,0,0,1,8,1,0,1,1,1,0,17,0,51,6295,4,113000,12430,896540,84,111164.28571428572,9337800,10347340,10673,1345,123182
2761,0,35,30대,0,0,0,0,0,1,1,0,0,1,1,21,0,76,2166,3,0,31870,95600,15,58213.333333333336,873200,968800,6373,0,64586
2762,0,35,30대,0,0,0,0,0,1,1,0,0,0,1,27,0,67,4275,4,0,10960,33000,15,80880.0,1213200,1246200,2200,0,83080
2763,1,53,50대,0,0,0,0,0,1,0,0,0,1,1,18,1,98,2860,2,0,0,0,2,34933.333333333336,104800,104800,0,0,52400
2764,1,37,30대,1,1,2,1,1,0,1,1,0,0,1,16,0,43,4375,4,0,0,0,53,40818.8679245283,2163400,2163400,0,0,40818
2765,0,77,70대,1,0,0,1,1,1,0,0,1,0,1,3,1,82,4652,3,0,18760,675740,36,116127.02702702704,4296700,4972440,18770,0,138123
2766,0,74,70대,1,0,0,1,4,0,1,0,1,0,1,15,0,37,4306,3,0,1920,92430,61,57691.80327868852,3519200,3611630,1515,0,59207
2767,0,54,50대,1,0,0,1,10,1,0,0,1,1,1,8,0,31,6319,5,0,42600,3023880,83,123519.27710843371,10252100,13275980,36432,0,159951
2768,1,35,30대,1,0,0,1,7,1,0,1,0,0,1,11,0,68,5483,4,0,40570,2597760,76,115981.57894736844,8814600,11412360,34181,0,150162
2769,1,29,20대,1,1,1,1,10,1,1,0,0,0,0,0,0,40,2429,4,0,40000,720830,30,24103.33333333333,723100,1443930,24027,0,48131
2770,1,49,40대,1,1,2,1,6,0,1,1,0,1,1,20,0,28,5246,4,0,3050,220460,84,126745.23809523808,10646600,10867060,2624,0,129369
2771,0,40,40대,1,1,2,1,1,0,0,0,0,0,1,24,0,25,4348,3,0,33790,1961570,70,96591.42857142857,6761400,8722970,28022,0,124613
2772,1,51,50대,0,0,0,0,0,1,0,0,1,0,1,16,0,61,4025,3,0,46100,322390,19,96005.26315789472,1824100,2146490,16967,0,112973
2773,0,22,20대,0,0,0,0,0,0,0,0,0,0,1,48,0,38,4329,5,0,51870,363300,19,111789.47368421052,2124000,2487300,19121,0,130910
2774,0,35,30대,0,0,0,0,0,0,1,0,0,0,1,17,0,72,3666,5,0,23050,69040,15,55786.66666666666,836800,905840,4602,0,60389
2775,0,33,30대,0,0,0,0,0,1,0,0,1,0,1,22,0,80,5432,4,0,6100,318430,64,122459.375,7837400,8155830,4975,0,127434
2776,0,33,30대,1,1,2,1,1,0,0,0,0,0,0,0,0,31,4075,3,0,17740,195490,23,25621.739130434784,589300,784790,8499,0,34121
2777,1,56,50대,0,0,0,0,0,0,0,0,1,0,0,8,0,59,5262,4,33900,19210,19210,13,69161.53846153847,899100,952210,1477,2607,73246
2778,1,43,40대,0,0,0,0,0,1,0,0,0,0,0,19,0,29,4860,4,67800,55940,1844050,45,82364.44444444444,3706400,5618250,40978,1506,124850
2779,1,60,60대,1,0,0,0,0,0,0,0,1,0,1,30,0,57,6212,3,0,33000,1717600,64,110648.4375,7081500,8799100,26837,0,137485
2780,1,32,30대,1,1,2,1,3,0,1,1,0,0,1,19,0,56,2161,3,0,22260,802640,48,59220.833333333336,2842600,3645240,16721,0,75942
2781,1,27,20대,1,0,0,1,2,1,0,1,1,0,1,46,0,68,5561,3,0,23840,1214300,63,110573.01587301587,6966100,8180400,19274,0,129847
2782,1,51,50대,1,0,0,1,4,1,0,0,0,1,1,13,1,68,5000,1,0,4180,130630,31,120928.125,3869700,4000330,4213,0,129042
2783,0,59,50대,1,1,3,1,1,1,0,1,1,1,1,53,0,43,5341,4,0,50400,3629450,84,102686.90476190476,8625700,12255150,43207,0,145894
2784,1,45,40대,0,0,0,0,0,1,0,0,0,0,1,28,1,65,2229,2,0,54920,604550,11,122533.33333333331,1470400,2074950,54959,0,188631
2785,0,22,20대,0,0,0,0,0,0,1,0,0,0,0,0,0,75,3705,3,0,4630,74690,28,23135.714285714286,647800,722490,2667,0,25803
2786,0,77,70대,1,0,0,1,7,0,0,0,0,0,1,8,0,27,5610,5,0,45770,1372950,42,90085.71428571428,3783600,5156550,32689,0,122775
2787,0,45,40대,0,0,0,0,0,1,0,1,1,1,1,10,0,24,4266,4,0,0,0,84,77271.42857142857,6490800,6490800,0,0,77271
2788,1,42,40대,1,0,0,1,1,1,0,1,1,1,1,29,0,41,2569,5,0,13330,173230,25,92184.0,2304600,2477830,6929,0,99113
2789,1,53,50대,0,0,0,0,0,0,0,1,0,1,1,18,1,66,2662,1,0,54350,435160,8,84622.22222222222,761600,1196760,54395,0,149595
2790,1,27,20대,0,0,0,0,0,1,1,0,0,0,1,48,1,72,5182,3,0,0,0,19,53290.0,1065800,1065800,0,0,56094
2791,1,74,70대,1,0,0,1,1,0,1,1,1,0,0,27,0,71,5148,4,79100,56270,2139320,50,109874.0,5493700,7712120,42786,1582,154242
2792,0,37,30대,0,0,0,0,0,0,1,0,0,0,0,0,1,98,3361,1,0,10060,90630,9,24320.0,243200,333830,10070,0,37092
2793,1,34,30대,1,1,1,1,7,1,2,1,1,0,1,16,0,48,4522,4,0,56050,1904840,46,72141.30434782608,3318500,5223340,41409,0,113550
2794,0,53,50대,1,1,1,1,8,0,1,0,0,0,0,0,0,30,4808,5,0,16840,1192260,83,23222.89156626506,1927500,3119760,14364,0,37587
2795,1,74,70대,1,0,0,1,1,1,0,0,0,0,1,9,1,89,3834,2,0,3730,11190,3,95050.0,380200,391390,3730,0,130463
2796,0,21,20대,0,0,0,1,1,1,0,0,0,1,1,76,1,86,4369,1,0,11980,659470,55,123282.14285714286,6903800,7563270,11990,0,137514
2797,1,42,40대,0,0,0,0,0,1,0,0,0,0,1,8,0,70,3641,5,0,1810,5540,15,87306.66666666667,1309600,1315140,369,0,87676
2798,0,51,50대,0,0,0,0,0,1,1,1,0,0,0,6,0,69,2257,3,45200,2830,137180,60,92036.66666666669,5522200,5704580,2286,753,95076
2799,0,27,20대,1,0,0,1,8,0,1,0,0,0,0,0,0,40,4147,3,0,52550,1050220,32,24209.375,774700,1824920,32819,0,57028
2800,1,79,70대,0,0,0,0,0,1,0,0,0,0,1,9,1,73,4819,2,0,23960,501950,21,111340.90909090907,2449500,2951450,23902,0,140545
2801,0,35,30대,0,1,1,0,0,1,0,1,1,0,1,16,0,78,5382,4,0,4860,164420,46,121789.1304347826,5602300,5766720,3574,0,125363
2802,0,70,70대,1,1,1,1,1,1,0,0,1,0,1,13,0,72,6404,3,0,22940,1560640,80,100788.75,8063100,9623740,19508,0,120296
2803,1,51,50대,1,0,0,1,5,0,1,1,1,0,1,22,0,20,5441,3,0,25760,1728450,79,77945.56962025317,6157700,7886150,21879,0,99824
2804,0,67,60대,1,0,0,1,1,1,0,0,0,0,0,29,1,91,5429,3,33900,19660,19660,1,95450.0,190900,244460,19660,33900,244460
2805,0,56,50대,1,0,0,1,7,0,2,1,0,1,0,3,0,47,2977,3,135600,1130,27690,36,62486.11111111111,2249500,2412790,769,3766,67021
2806,0,42,40대,1,0,0,1,1,0,1,1,0,1,1,9,1,76,2704,1,0,40340,1573300,39,92577.5,3703100,5276400,40341,0,135292
2807,0,77,70대,1,0,0,1,1,1,0,0,0,0,1,9,0,39,5495,5,0,42600,1233850,41,60307.31707317073,2472600,3706450,30093,0,90401
2808,1,54,50대,0,0,0,0,0,0,1,0,0,0,1,13,1,73,2792,1,0,33670,33670,1,78600.0,157200,190870,33670,0,190870
2809,1,31,30대,0,0,0,1,1,1,0,0,1,1,1,52,0,56,4478,4,0,0,0,79,70126.58227848102,5540000,5540000,0,0,70126
2810,0,55,50대,0,0,0,0,0,1,0,0,0,0,1,2,1,84,4206,3,0,14460,144410,10,105600.0,1161600,1306010,14441,0,130601
2811,1,25,20대,1,1,1,1,7,0,0,1,1,0,0,76,0,53,6494,3,124300,8250,462620,68,81188.23529411765,5520800,6107720,6803,1827,89819
2812,0,60,60대,1,0,0,1,7,0,1,0,0,1,1,7,0,44,5625,5,0,36730,1063670,41,88007.31707317074,3608300,4671970,25943,0,113950
2813,1,72,70대,0,0,0,0,0,1,0,0,0,0,1,28,0,25,2415,5,0,18530,129390,19,101810.52631578948,1934400,2063790,6810,0,108620
2814,0,37,30대,0,0,0,0,0,1,0,0,1,0,0,19,0,32,4043,5,169500,0,0,81,42260.49382716049,3423100,3592600,0,2092,44353
2815,0,55,50대,1,1,2,1,1,0,1,0,0,0,0,0,0,21,4463,3,0,18870,75370,16,28793.75,460700,536070,4710,0,33504
2816,1,23,20대,0,0,0,0,0,1,1,1,0,0,1,76,1,76,5393,1,0,15710,140910,9,85320.0,853200,994110,15656,0,110456
2817,1,74,70대,0,0,0,0,0,1,0,1,1,1,0,22,0,35,2125,3,124300,37180,1301990,47,129563.82978723403,6089500,7515790,27701,2644,159910
2818,0,67,60대,0,0,0,0,0,1,0,0,1,1,1,21,0,28,6423,3,0,39320,2792000,83,127054.21686746988,10545500,13337500,33638,0,160692
2819,1,44,40대,1,0,0,1,9,1,1,0,0,0,0,0,0,47,4455,4,0,41250,2388930,70,29021.42857142857,2031500,4420430,34127,0,63149
2820,0,49,40대,1,0,0,1,3,1,0,1,0,0,1,21,0,30,2715,3,0,25310,227920,21,100442.85714285714,2109300,2337220,10853,0,111296
2821,1,23,20대,0,0,0,0,0,1,1,0,0,1,1,47,0,70,5942,4,0,55710,667830,24,89170.83333333333,2140100,2807930,27826,0,116997
2822,0,52,50대,0,0,0,0,0,1,1,0,0,0,0,16,1,85,3665,2,45200,52320,1150570,22,111165.21739130437,2556800,3752570,52298,2054,170571
2823,1,73,70대,1,0,0,1,3,0,0,0,0,0,0,7,0,67,4787,3,158200,3390,158310,59,117981.35593220338,6960900,7277410,2683,2681,123345
2824,1,28,20대,0,1,1,0,0,1,0,0,1,1,1,59,0,39,4741,3,0,14130,949430,79,121415.18987341772,9591800,10541230,12018,0,133433
2825,1,24,20대,0,0,0,0,0,0,0,0,1,0,1,42,0,54,2739,3,0,48590,243060,17,59752.94117647059,1015800,1258860,14297,0,74050
2826,1,31,30대,0,0,0,0,0,1,1,0,0,1,0,3,0,21,5354,4,11300,8930,35930,16,122331.25,1957300,2004530,2245,706,125283
2827,0,47,40대,1,0,0,1,1,1,0,1,0,0,1,26,0,54,6371,3,0,0,0,64,46884.375,3000600,3000600,0,0,46884
2828,0,32,30대,1,0,0,1,7,0,2,1,1,1,1,24,0,76,3851,3,0,32660,913150,40,71490.0,2859600,3772750,22828,0,94318
2829,1,66,60대,1,1,1,1,1,0,0,1,0,1,1,19,0,42,4319,3,0,39100,2148580,67,90402.98507462686,6057000,8205580,32068,0,122471
2830,0,55,50대,0,0,0,0,0,0,1,1,0,0,1,23,0,60,4766,3,0,30740,61360,14,115114.28571428572,1611600,1672960,4382,0,119497
2831,1,63,60대,0,0,0,0,0,1,0,0,0,1,1,26,0,45,5306,4,0,33670,1683700,62,104850.0,6500700,8184400,27156,0,132006
2832,0,54,50대,0,0,0,0,0,0,0,0,1,0,0,11,0,34,4121,3,11300,48480,2474020,63,94858.73015873016,5976100,8461420,39270,179,134308
2833,1,53,50대,1,0,0,0,0,0,0,1,1,1,1,6,0,45,5265,4,0,0,0,84,75819.04761904762,6368800,6368800,0,0,75819
2834,0,31,30대,0,0,0,0,0,1,1,1,0,1,1,2,0,62,6087,4,0,0,0,63,52353.968253968254,3298300,3298300,0,0,52353
2835,0,41,40대,1,1,3,1,1,0,0,1,0,1,1,23,1,77,2067,1,0,0,0,31,41665.625,1333300,1333300,0,0,43009
2836,1,73,70대,0,0,0,0,0,1,0,0,0,0,1,20,1,70,3561,2,0,20790,62260,3,104700.0,418800,481060,20753,0,160353
2837,1,57,50대,0,0,0,0,0,0,1,0,0,0,0,0,1,99,3799,1,0,7010,34920,5,22450.0,134700,169620,6984,0,33924
2838,0,46,40대,0,0,0,0,0,1,0,0,1,0,0,12,1,98,6402,3,101700,54350,2828160,52,99307.54716981133,5263300,8193160,54387,1955,157560
2839,0,33,30대,1,0,0,0,0,1,0,0,1,0,1,26,1,100,3819,2,0,28360,141930,5,94616.66666666669,567700,709630,28386,0,141926
2840,1,71,70대,0,0,0,0,0,1,0,0,0,0,1,9,1,81,5662,1,0,48480,388040,8,106255.55555555556,956300,1344340,48505,0,168042
2841,0,45,40대,0,0,0,0,0,0,2,0,0,0,1,2,0,77,4864,4,0,51190,51190,13,50646.15384615384,658400,709590,3937,0,54583
2842,0,76,70대,1,0,0,1,1,1,0,0,1,1,1,5,1,82,3861,1,0,1700,21580,13,104814.28571428572,1467400,1488980,1660,0,114536
2843,1,24,20대,0,0,0,0,0,0,0,0,1,0,1,48,0,67,4769,3,0,42710,2688160,75,114329.33333333331,8574700,11262860,35842,0,150171
2844,1,74,70대,0,0,0,0,0,0,0,0,0,0,0,0,1,83,5432,2,0,31640,252670,8,22411.11111111111,201700,454370,31583,0,56796
2845,0,34,30대,0,0,0,0,0,0,0,0,0,0,0,0,0,78,4120,4,0,33110,1690250,63,22596.8253968254,1423600,3113850,26829,0,49426
2846,0,21,20대,0,0,0,0,0,1,0,0,0,0,0,0,0,56,2980,4,0,44970,1575670,47,30012.76595744681,1410600,2986270,33524,0,63537
2847,1,55,50대,1,0,0,1,9,1,0,0,0,0,0,0,0,76,2438,4,0,40120,1843260,58,28568.96551724138,1657000,3500260,31780,0,60349
2848,1,49,40대,1,0,0,1,1,1,0,0,1,1,1,28,1,65,2517,3,0,36160,1483460,41,77600.0,3259200,4742660,36181,0,115674
2849,0,35,30대,1,0,0,1,9,0,0,1,1,0,1,29,0,42,6130,4,0,56390,3044900,66,129577.27272727272,8552100,11597000,46134,0,175712
2850,0,73,70대,0,0,0,0,0,0,1,0,0,0,0,0,0,26,6388,3,0,16610,1112150,79,30200.0,2385800,3497950,14077,0,44277
2851,0,35,30대,0,0,0,0,0,0,1,0,1,1,1,6,0,39,3215,3,0,0,0,24,38745.833333333336,929900,929900,0,0,38745
2852,0,30,30대,1,0,0,1,9,1,1,1,1,1,1,51,0,48,4867,3,0,10510,734050,82,103109.75609756098,8455000,9189050,8951,0,112061
2853,1,46,40대,1,1,1,1,6,1,0,0,0,0,0,0,0,49,3196,3,0,21580,215270,22,22731.81818181818,500100,715370,9785,0,32516
2854,1,30,30대,0,0,0,0,0,1,0,0,1,0,0,73,0,57,5982,3,33900,7350,154020,33,106481.81818181818,3513900,3701820,4667,1027,112176
2855,0,46,40대,0,0,0,0,0,1,0,0,1,1,0,20,1,72,3091,1,45200,38870,1204350,31,93415.625,2989300,4238850,38850,1458,136737
2856,1,68,60대,1,0,0,1,1,1,2,1,0,1,1,2,1,68,4486,1,0,29150,87350,3,99200.0,396800,484150,29116,0,161383
2857,0,62,60대,1,1,2,1,4,1,0,0,1,0,1,28,0,47,4512,4,0,54920,3461300,75,106566.66666666669,7992500,11453800,46150,0,152717
2858,1,55,50대,0,0,0,0,0,1,1,0,1,1,0,9,0,71,3566,3,67800,33110,1190680,48,84816.66666666667,4071200,5329680,24805,1412,111035
2859,1,73,70대,0,0,0,0,0,0,1,0,1,0,1,30,1,90,3180,2,0,6890,318660,46,112478.72340425532,5286500,5605160,6927,0,121851
2860,0,36,30대,1,0,0,1,4,1,0,1,1,1,1,13,0,22,5586,4,0,35930,2047560,69,121211.59420289854,8363600,10411160,29674,0,150886
2861,1,32,30대,1,0,0,1,1,1,1,1,1,1,1,24,0,32,5779,3,0,54240,3091680,69,82665.21739130435,5703900,8795580,44806,0,127472
2862,0,29,20대,0,0,0,0,0,1,1,0,0,0,1,59,0,36,3130,3,0,27910,724780,38,63292.10526315789,2405100,3129880,19073,0,82365
2863,1,21,20대,0,0,0,1,6,0,1,0,0,1,1,69,1,78,5925,1,0,10620,106330,10,64127.27272727273,705400,811730,10633,0,81173
2864,0,25,20대,0,0,0,0,0,0,0,0,1,1,0,73,0,66,4551,4,146900,25650,1618160,75,122834.66666666669,9212600,10977660,21575,1958,146368
2865,0,43,40대,1,0,0,1,1,1,0,0,0,0,1,24,1,77,4580,1,0,44520,222380,5,115700.0,694200,916580,44476,0,183316
2866,0,27,20대,1,1,1,1,1,0,0,0,0,0,0,0,0,67,6232,3,0,39890,2874490,84,29500.0,2478000,5352490,34220,0,63720
2867,1,22,20대,0,0,0,1,6,0,0,1,0,1,1,73,0,52,4798,3,0,9610,520480,66,71368.18181818182,4710300,5230780,7886,0,79254
2868,1,35,30대,1,1,2,1,2,1,0,0,1,1,1,53,0,52,5266,3,0,54350,3204790,71,112921.12676056338,8017400,11222190,45137,0,158059
2869,1,40,40대,0,0,0,0,0,0,0,0,0,0,1,2,0,73,5858,4,0,0,0,13,28469.23076923077,370100,370100,0,0,28469
2870,0,23,20대,0,0,0,1,1,0,0,0,0,0,0,0,0,39,5295,5,0,37400,2580020,81,28775.30864197531,2330800,4910820,31852,0,60627
2871,0,62,60대,0,0,0,0,0,0,2,0,0,0,0,0,1,65,5627,2,0,36160,72430,2,27966.666666666668,83900,156330,36215,0,78165
2872,1,58,50대,0,0,0,0,0,1,2,1,0,1,1,19,0,30,2990,3,0,0,0,24,39062.5,937500,937500,0,0,39062
2873,0,72,70대,1,0,0,1,9,0,0,0,1,1,1,17,0,52,5869,3,0,55030,3685610,79,121256.96202531646,9579300,13264910,46653,0,167910
2874,1,66,60대,0,0,0,0,0,1,0,1,0,0,1,22,1,87,5527,1,0,29610,29610,1,68100.0,136200,165810,29610,0,165810
2875,1,27,20대,0,1,3,0,0,0,1,0,0,0,0,0,0,54,4476,5,0,29490,825470,40,23457.5,938300,1763770,20636,0,44094
2876,0,80,80대,0,0,0,0,0,0,1,0,0,0,1,11,1,84,5900,2,0,30060,60120,2,51166.66666666666,153500,213620,30060,0,106810
2877,1,41,40대,0,0,0,0,0,1,0,0,0,0,1,23,1,68,5762,1,0,41700,166790,4,90100.0,450500,617290,41697,0,154322
2878,0,41,40대,0,0,0,0,0,0,2,0,0,0,0,0,1,89,2959,1,0,26220,26220,1,22850.0,45700,71920,26220,0,71920
2879,1,60,60대,0,0,0,0,0,0,1,0,0,0,0,0,0,39,3378,4,0,41250,1361090,45,30062.222222222223,1352800,2713890,30246,0,60308
2880,1,41,40대,1,0,0,1,3,1,0,0,0,1,1,29,0,35,5632,5,0,31190,1904500,73,125879.45205479451,9189200,11093700,26089,0,151968
2881,1,55,50대,0,0,0,0,0,0,2,1,0,0,1,15,0,51,3302,3,0,34920,732810,33,76448.48484848485,2522800,3255610,22206,0,98654
2882,0,71,70대,0,0,0,0,0,0,2,0,0,0,1,9,0,78,5251,5,0,42940,85770,14,60157.142857142855,842200,927970,6126,0,66283
2883,0,41,40대,0,0,0,0,0,1,0,0,1,1,1,27,0,60,3804,4,0,34800,278430,20,79305.0,1586100,1864530,13921,0,93226
2884,1,47,40대,1,1,2,1,8,1,1,1,1,0,1,16,0,67,4156,4,0,22830,1548330,80,84538.75,6763100,8311430,19354,0,103892
2885,0,42,40대,0,0,0,0,0,1,0,0,1,0,0,11,1,98,3212,3,33900,13790,55370,4,109080.0,545400,634670,13842,8475,158667
2886,0,49,40대,0,0,0,0,0,1,0,0,0,0,1,11,1,87,4160,1,0,7120,42830,6,91028.57142857143,637200,680030,7138,0,113338
2887,1,37,30대,1,0,0,1,4,0,0,0,0,0,0,0,0,22,5613,5,0,14240,1023550,84,29355.95238095238,2465900,3489450,12185,0,41541
